artist.id	artist.fc	movement.era.id	movement.era.name	movement.id	movement.name
2644	Lucy Gunning	415	20th century post-1945	436	Performance Art
2644	Lucy Gunning	415	20th century post-1945	11857	Young British Artists (YBA)
1231	Philip Guston	415	20th century post-1945	16666	Abject art
1231	Philip Guston	415	20th century post-1945	416	Abstract Expressionism
1232	Oto Gutfreund	8	20th century 1900-1945	299	Cubism
228	Sir James Guthrie	350	19th century	356	Glasgow School
1234	Renato Guttuso	8	20th century 1900-1945	12699	Socialist Realism
2217	Hans Haacke	415	20th century post-1945	421	Conceptual Art
229	Arthur Hacker	350	19th century	16649	Symbolism
1238	Sam Haile	8	20th century 1900-1945	1688	British Surrealism
2777	Peter Halley	415	20th century post-1945	1678	Neo-Geo
2404	Ann Hamilton	415	20th century post-1945	436	Performance Art
1243	Cuthbert Hamilton	8	20th century 1900-1945	322	Vorticism
1243	Cuthbert Hamilton	8	20th century 1900-1945	309	Group X
1093	Ian Hamilton Finlay	415	20th century post-1945	421	Conceptual Art
234	Gavin Hamilton	290	18th century	344	Neo-Classicism
2686	Gawen Hamilton	290	18th century	340	Conversation Piece
1244	Richard Hamilton	415	20th century post-1945	1683	British Pop
1244	Richard Hamilton	415	20th century post-1945	425	Independent Group
2580	William Hamilton	290	18th century	344	Neo-Classicism
2580	William Hamilton	290	18th century	340	Conversation Piece
1248	Margaret Harrison	415	20th century post-1945	16666	Abject art
1248	Margaret Harrison	415	20th century post-1945	12081	Feminist Art
1250	Archibald Standish Hartrick	8	20th century 1900-1945	10525	British War Art
1251	Hans Hartung	415	20th century post-1945	443	Tachisme
1251	Hans Hartung	415	20th century post-1945	8454	Art Informel
2365	Mona Hatoum	415	20th century post-1945	1680	Body Art
1254	Raoul Hausmann	8	20th century 1900-1945	300	Dada
2369	John Hayls	289	16th and 17th century	398	Baroque
245	Francis Hayman	290	18th century	340	Conversation Piece
245	Francis Hayman	290	18th century	346	Rococo
1256	Patrick Hayman	415	20th century post-1945	441	St Ives School
1257	Stanley William Hayter	8	20th century 1900-1945	1688	British Surrealism
1260	Adrian Heath	415	20th century post-1945	419	British Constructivism
6341	Michael Heizer	415	20th century post-1945	422	Environmental Art
6341	Michael Heizer	415	20th century post-1945	429	Land Art
1264	Jean Hélion	8	20th century 1900-1945	311	Modern Realism
1264	Jean Hélion	8	20th century 1900-1945	16667	Abstraction-Création
1264	Jean Hélion	8	20th century 1900-1945	298	Constructivism
248	Charles Napier Hemy	350	19th century	8064	Victorian/Genre
1268	Nigel Henderson	415	20th century post-1945	425	Independent Group
1271	Thomas Hennell	8	20th century 1900-1945	10525	British War Art
1274	Dame Barbara Hepworth	8	20th century 1900-1945	321	Unit One
1274	Dame Barbara Hepworth	8	20th century 1900-1945	16667	Abstraction-Création
1274	Dame Barbara Hepworth	415	20th century post-1945	441	St Ives School
1274	Dame Barbara Hepworth	8	20th century 1900-1945	298	Constructivism
1274	Dame Barbara Hepworth	8	20th century 1900-1945	319	Seven and Five
1274	Dame Barbara Hepworth	8	20th century 1900-1945	303	Direct Carving
1275	Auguste Herbin	8	20th century 1900-1945	298	Constructivism
1275	Auguste Herbin	8	20th century 1900-1945	16667	Abstraction-Création
1278	Patrick Heron	415	20th century post-1945	441	St Ives School
1278	Patrick Heron	415	20th century post-1945	443	Tachisme
1280	Eva Hesse	415	20th century post-1945	430	Minimalism
1280	Eva Hesse	415	20th century post-1945	421	Conceptual Art
255	George Elgar Hicks	350	19th century	8064	Victorian/Genre
256	Joseph Highmore	290	18th century	340	Conversation Piece
1284	Anthony Hill	415	20th century post-1945	419	British Constructivism
2376	Gary Hill	415	20th century post-1945	429	Land Art
1287	John Hilliard	415	20th century post-1945	421	Conceptual Art
259	Nicholas Hilliard	289	16th and 17th century	414	Tudor
259	Nicholas Hilliard	289	16th and 17th century	400	Court
1288	Tristram Hillier	8	20th century 1900-1945	321	Unit One
1288	Tristram Hillier	8	20th century 1900-1945	1688	British Surrealism
1289	Roger Hilton	415	20th century post-1945	443	Tachisme
1289	Roger Hilton	415	20th century post-1945	419	British Constructivism
1289	Roger Hilton	415	20th century post-1945	441	St Ives School
2308	Damien Hirst	415	20th century post-1945	11857	Young British Artists (YBA)
1290	Derek Hirst	415	20th century post-1945	11857	Young British Artists (YBA)
1291	Ivon Hitchens	8	20th century 1900-1945	319	Seven and Five
1291	Ivon Hitchens	8	20th century 1900-1945	313	Objective Abstraction
2559	Prince Hoare	290	18th century	344	Neo-Classicism
1293	David Hockney	415	20th century post-1945	1683	British Pop
1296	Frances Hodgkins	8	20th century 1900-1945	319	Seven and Five
1298	Hans Hofmann	415	20th century post-1945	416	Abstract Expressionism
265	William Hogarth	290	18th century	343	Modern Moral Subject
265	William Hogarth	290	18th century	340	Conversation Piece
265	William Hogarth	290	18th century	346	Rococo
267	Frank Holl	350	19th century	8064	Victorian/Genre
1307	Jenny Holzer	415	20th century post-1945	421	Conceptual Art
275	James Clarke Hook	350	19th century	8064	Victorian/Genre
2193	Henry Silkstone Hopwood	350	19th century	8064	Victorian/Genre
2269	Rebecca Horn	415	20th century post-1945	12072	Kinetic Art
2269	Rebecca Horn	415	20th century post-1945	436	Performance Art
2269	Rebecca Horn	415	20th century post-1945	1680	Body Art
2402	Roni Horn	415	20th century post-1945	430	Minimalism
1309	Edward Atkinson Hornel	350	19th century	356	Glasgow School
277	John Callcott Horsley	350	19th century	8064	Victorian/Genre
1310	Percy Horton	8	20th century 1900-1945	317	Realism
278	Arthur Boyd Houghton	350	19th century	8064	Victorian/Genre
1314	Shirazeh Houshiary	415	20th century post-1945	1682	New British Sculpture
1318	John Hoyland	415	20th century post-1945	442	Situation
2303	Edgar Hubert	8	20th century 1900-1945	313	Objective Abstraction
3111	Anna Hope Hudson	8	20th century 1900-1945	297	Camden Town Group
1320	Douglas Huebler	415	20th century post-1945	422	Environmental Art
1320	Douglas Huebler	415	20th century post-1945	429	Land Art
1320	Douglas Huebler	415	20th century post-1945	421	Conceptual Art
283	Arthur Hughes	350	19th century	363	Pre-Raphaelite
8146	Valentine Hugo	8	20th century 1900-1945	320	Surrealism
2403	Gary Hume	415	20th century post-1945	11857	Young British Artists (YBA)
287	William Holman Hunt	350	19th century	363	Pre-Raphaelite
1328	Leslie Hurry	8	20th century 1900-1945	312	Neo-Romanticism
291	Jacob Huysmans	289	16th and 17th century	406	Netherlands-trained, working in Britain
291	Jacob Huysmans	289	16th and 17th century	398	Baroque
1333	Jörg Immendorff	415	20th century post-1945	431	Neo-Expressionism
1333	Jörg Immendorff	415	20th century post-1945	432	Neue Wilden
293	John William Inchbold	350	19th century	363	Pre-Raphaelite
2382	Robert Indiana	415	20th century post-1945	437	Pop Art
1336	James Dickson Innes	8	20th century 1900-1945	297	Camden Town Group
1336	James Dickson Innes	350	19th century	4229	Post-Impressionism
1336	James Dickson Innes	350	19th century	357	Impressionism
1336	James Dickson Innes	350	19th century	359	New English Art Club
1337	David Inshaw	415	20th century post-1945	440	Ruralists, Brotherhood of
1341	Robin Ironside	8	20th century 1900-1945	1688	British Surrealism
1341	Robin Ironside	8	20th century 1900-1945	312	Neo-Romanticism
2345	Italian or German (?) School 17th century	290	18th century	345	Picturesque
1347	Arthur Jackson	8	20th century 1900-1945	298	Constructivism
1348	F. Ernest Jackson	8	20th century 1900-1945	10525	British War Art
294	Gilbert Jackson	289	16th and 17th century	412	Early Stuart
1360	Humphrey Jennings	8	20th century 1900-1945	1688	British Surrealism
1362	Augustus John OM	8	20th century 1900-1945	10525	British War Art
1365	Jasper Johns	415	20th century post-1945	437	Pop Art
297	Cornelius Johnson	289	16th and 17th century	398	Baroque
297	Cornelius Johnson	289	16th and 17th century	12140	English-born, working in the Netherlands
297	Cornelius Johnson	289	16th and 17th century	412	Early Stuart
1368	Allen Jones	415	20th century post-1945	1683	British Pop
301	Thomas Jones	290	18th century	345	Picturesque
1375	Asger Jorn	415	20th century post-1945	16648	Situationist International
1375	Asger Jorn	415	20th century post-1945	420	Cobra
1378	Donald Judd	415	20th century post-1945	430	Minimalism
1382	Wassily Kandinsky	8	20th century 1900-1945	301	Der Blaue Reiter
1382	Wassily Kandinsky	8	20th century 1900-1945	294	Bauhaus
1382	Wassily Kandinsky	8	20th century 1900-1945	298	Constructivism
1384	Anish Kapoor	415	20th century post-1945	1682	New British Sculpture
303	Angelica Kauffmann	290	18th century	344	Neo-Classicism
305	Alexander Keirincx	289	16th and 17th century	406	Netherlands-trained, working in Britain
305	Alexander Keirincx	289	16th and 17th century	412	Early Stuart
1391	Ellsworth Kelly	8	20th century 1900-1945	320	Surrealism
1391	Ellsworth Kelly	415	20th century post-1945	439	Post Painterly Abstraction
1399	Eric Kennington	8	20th century 1900-1945	10525	British War Art
306	Thomas Benjamin Kennington	350	19th century	8064	Victorian/Genre
308	Tilly Kettle	290	18th century	6210	Grand Manner
1405	Michael Kidner	415	20th century post-1945	435	Optical Art
1406	Anselm Kiefer	415	20th century post-1945	432	Neue Wilden
1406	Anselm Kiefer	415	20th century post-1945	431	Neo-Expressionism
1411	Phillip King	415	20th century post-1945	433	New Generation Sculpture
1414	Ernst Ludwig Kirchner	8	20th century 1900-1945	296	Brücke
1416	R.B. Kitaj	415	20th century post-1945	1666	School of London
1416	R.B. Kitaj	415	20th century post-1945	1683	British Pop
1416	R.B. Kitaj	415	20th century post-1945	419	British Constructivism
1416	R.B. Kitaj	415	20th century post-1945	437	Pop Art
1417	Paul Klee	8	20th century 1900-1945	294	Bauhaus
1418	Yves Klein	415	20th century post-1945	434	Nouveau Réalisme
1419	Franz Kline	415	20th century post-1945	416	Abstract Expressionism
689	Balthus (Balthasar Klossowski de Rola)	8	20th century 1900-1945	311	Modern Realism
310	Sir Godfrey Kneller	289	16th and 17th century	406	Netherlands-trained, working in Britain
310	Sir Godfrey Kneller	289	16th and 17th century	413	Later Stuart
1430	Oskar Kokoschka	8	20th century 1900-1945	305	Expressionism
10345	Július Koller	415	20th century post-1945	436	Performance Art
1432	Joseph Konzal	8	20th century 1900-1945	298	Constructivism
1433	Willem de Kooning	415	20th century post-1945	416	Abstract Expressionism
2368	Jeff Koons	415	20th century post-1945	1678	Neo-Geo
1436	Leon Kossoff	415	20th century post-1945	1666	School of London
1437	Joseph Kosuth	415	20th century post-1945	421	Conceptual Art
1438	Jannis Kounellis	415	20th century post-1945	436	Performance Art
1438	Jannis Kounellis	415	20th century post-1945	418	Arte Povera
10009	Edward Krasinski	415	20th century post-1945	421	Conceptual Art
1441	Lee Krasner	415	20th century post-1945	416	Abstract Expressionism
1443	Barbara Kruger	415	20th century post-1945	12081	Feminist Art
1443	Barbara Kruger	415	20th century post-1945	421	Conceptual Art
331	Henry Herbert La Thangue	350	19th century	365	Rural Naturalism
331	Henry Herbert La Thangue	350	19th century	6196	British Impressionism
331	Henry Herbert La Thangue	350	19th century	8064	Victorian/Genre
331	Henry Herbert La Thangue	350	19th century	360	Newlyn School
1452	Bruce Lacey	415	20th century post-1945	12072	Kinetic Art
316	Robert Ladbrooke	350	19th century	362	Norwich School
1454	Gerald Laing	415	20th century post-1945	1683	British Pop
1456	Henry Lamb	8	20th century 1900-1945	10525	British War Art
318	George Lambert	290	18th century	345	Picturesque
319	James Lambert	290	18th century	345	Picturesque
1458	Maurice Lambert	8	20th century 1900-1945	303	Direct Carving
1461	Osbert Lancaster	350	19th century	351	Aesthetic Movement
323	Sir Edwin Henry Landseer	350	19th century	8064	Victorian/Genre
2409	Michael Landy	415	20th century post-1945	11857	Young British Artists (YBA)
2660	Abigail Lane	415	20th century post-1945	11857	Young British Artists (YBA)
1467	Peter Lanyon	8	20th century 1900-1945	298	Constructivism
1467	Peter Lanyon	415	20th century post-1945	441	St Ives School
1468	Michel Larionov	8	20th century 1900-1945	316	Rayonism
329	Marcellus Laroon the Younger	290	18th century	340	Conversation Piece
1470	John Latham	415	20th century post-1945	421	Conceptual Art
1470	John Latham	415	20th century post-1945	13001	Artist Placement Group
1473	Henri Laurens	8	20th century 1900-1945	1685	Return to Order
1473	Henri Laurens	8	20th century 1900-1945	299	Cubism
332	Sir John Lavery	350	19th century	356	Glasgow School
1476	Bob Law	415	20th century post-1945	441	St Ives School
1494	Julio Le Parc	415	20th century post-1945	435	Optical Art
1494	Julio Le Parc	415	20th century post-1945	12072	Kinetic Art
1495	Henri Le Sidaner	350	19th century	357	Impressionism
1478	Bernard Leach	415	20th century post-1945	441	St Ives School
7651	David Leach	415	20th century post-1945	441	St Ives School
8805	Janet Leach	415	20th century post-1945	441	St Ives School
1482	Bart van der Leck	8	20th century 1900-1945	1686	De Stijl
1488	Fernand Léger	8	20th century 1900-1945	1664	Purism
342	Frederic, Lord Leighton	350	19th century	351	Aesthetic Movement
342	Frederic, Lord Leighton	350	19th century	361	New Sculpture
343	Sir Peter Lely	289	16th and 17th century	413	Later Stuart
343	Sir Peter Lely	289	16th and 17th century	398	Baroque
343	Sir Peter Lely	289	16th and 17th century	399	Civil War and Commonwealth
343	Sir Peter Lely	289	16th and 17th century	406	Netherlands-trained, working in Britain
343	Sir Peter Lely	289	16th and 17th century	411	Restoration
343	Sir Peter Lely	289	16th and 17th century	400	Court
347	George Dunlop Leslie	350	19th century	366	St John's Wood Clique
347	George Dunlop Leslie	350	19th century	8064	Victorian/Genre
350	John Frederick Lewis	350	19th century	5866	Orientalist
1502	Wyndham Lewis	8	20th century 1900-1945	322	Vorticism
1502	Wyndham Lewis	8	20th century 1900-1945	309	Group X
1504	Sol LeWitt	415	20th century post-1945	430	Minimalism
1504	Sol LeWitt	415	20th century post-1945	421	Conceptual Art
7467	Li Yuan-chia	415	20th century post-1945	430	Minimalism
1507	Alexander Liberman	415	20th century post-1945	430	Minimalism
1508	Roy Lichtenstein	415	20th century post-1945	437	Pop Art
1509	Max Liebermann	350	19th century	357	Impressionism
1512	Kim Lim	415	20th century post-1945	430	Minimalism
1513	Richard Lin	415	20th century post-1945	430	Minimalism
10844	Linder	415	20th century post-1945	12081	Feminist Art
351	John Linnell	290	18th century	345	Picturesque
351	John Linnell	350	19th century	368	Shoreham / The Ancients
351	John Linnell	350	19th century	8064	Victorian/Genre
1518	Jacques Lipchitz	8	20th century 1900-1945	1664	Purism
1518	Jacques Lipchitz	8	20th century 1900-1945	299	Cubism
1519	El Lissitzky	8	20th century 1900-1945	298	Constructivism
1525	Richard Long	415	20th century post-1945	429	Land Art
1525	Richard Long	415	20th century post-1945	421	Conceptual Art
1527	Morris Louis	415	20th century post-1945	439	Post Painterly Abstraction
2643	Sarah Lucas	415	20th century post-1945	16666	Abject art
2643	Sarah Lucas	415	20th century post-1945	12081	Feminist Art
2643	Sarah Lucas	415	20th century post-1945	11857	Young British Artists (YBA)
1537	Robert MacBryde	8	20th century 1900-1945	312	Neo-Romanticism
1539	Frances Macdonald	8	20th century 1900-1945	10525	British War Art
1540	David Mach	415	20th century post-1945	1682	New British Sculpture
1263	Heinz Mack	415	20th century post-1945	12072	Kinetic Art
1545	Alix Mackenzie	415	20th century post-1945	441	St Ives School
1546	Warren Mackenzie	415	20th century post-1945	441	St Ives School
1548	Charles Rennie Mackintosh	350	19th century	356	Glasgow School
1551	Conroy Maddox	8	20th century 1900-1945	1688	British Surrealism
1553	René Magritte	8	20th century 1900-1945	320	Surrealism
1554	Charles Mahoney	350	19th century	359	New English Art Club
1561	Kazimir Malevich	8	20th century 1900-1945	318	Supremetism
1563	Man Ray	8	20th century 1900-1945	320	Surrealism
1563	Man Ray	8	20th century 1900-1945	300	Dada
10069	Mike Mandel	415	20th century post-1945	421	Conceptual Art
1568	Robert Mangold	415	20th century post-1945	430	Minimalism
1570	James Bolivar Manson	8	20th century 1900-1945	297	Camden Town Group
1571	Piero Manzoni	415	20th century post-1945	421	Conceptual Art
1571	Piero Manzoni	415	20th century post-1945	1680	Body Art
1571	Piero Manzoni	415	20th century post-1945	16666	Abject art
1577	Louis Marcoussis	8	20th century 1900-1945	299	Cubism
1578	Brice Marden	415	20th century post-1945	430	Minimalism
2533	Henry Stacy Marks	350	19th century	366	St John's Wood Clique
1583	Agnes Martin	415	20th century post-1945	430	Minimalism
2746	Barry Martin	415	20th century post-1945	12072	Kinetic Art
2746	Barry Martin	415	20th century post-1945	1683	British Pop
371	John Martin	290	18th century	349	Sublime
371	John Martin	350	19th century	364	Romanticism
1585	Kenneth Martin	415	20th century post-1945	419	British Constructivism
1586	Mary Martin	415	20th century post-1945	419	British Constructivism
372	Robert Braithwaite Martineau	350	19th century	363	Pre-Raphaelite
372	Robert Braithwaite Martineau	350	19th century	8064	Victorian/Genre
2338	Arturo Martini	8	20th century 1900-1945	16138	Scuola Romana
1590	André Masson	8	20th century 1900-1945	320	Surrealism
1593	Henri Matisse	8	20th century 1900-1945	306	Fauvism
1594	Matta (Roberto Matta Echaurren)	8	20th century 1900-1945	320	Surrealism
1595	Maxime Maufra	350	19th century	357	Impressionism
1601	Fred Mayor	350	19th century	359	New English Art Club
2766	Paul McCarthy	415	20th century post-1945	436	Performance Art
2766	Paul McCarthy	415	20th century post-1945	1680	Body Art
2766	Paul McCarthy	415	20th century post-1945	16666	Abject art
1606	Mary McEvoy	350	19th century	359	New English Art Club
2393	John McHale	415	20th century post-1945	425	Independent Group
1610	Bruce McLean	415	20th century post-1945	1680	Body Art
1610	Bruce McLean	415	20th century post-1945	422	Environmental Art
1610	Bruce McLean	415	20th century post-1945	429	Land Art
1610	Bruce McLean	415	20th century post-1945	436	Performance Art
1615	Bernard Meadows	415	20th century post-1945	424	Geometry of Fear
6633	Cildo Meireles	415	20th century post-1945	421	Conceptual Art
6633	Cildo Meireles	415	20th century post-1945	17894	Neo-Concretism
1620	Margaret Mellis	415	20th century post-1945	441	St Ives School
1620	Margaret Mellis	8	20th century 1900-1945	298	Constructivism
11167	Ana Mendieta	415	20th century post-1945	436	Performance Art
11167	Ana Mendieta	415	20th century post-1945	1680	Body Art
376	Mortimer Menpes	350	19th century	351	Aesthetic Movement
377	Philip Mercier	290	18th century	340	Conversation Piece
377	Philip Mercier	290	18th century	341	Fancy Picture
377	Philip Mercier	290	18th century	346	Rococo
1623	Mario Merz	415	20th century post-1945	418	Arte Povera
12525	Marisa Merz	415	20th century post-1945	418	Arte Povera
1624	E.L.T. Mesens	8	20th century 1900-1945	1688	British Surrealism
7196	Gustav Metzger	415	20th century post-1945	17573	Auto-Destructive art
7196	Gustav Metzger	415	20th century post-1945	436	Performance Art
1627	Jean Metzinger	8	20th century 1900-1945	299	Cubism
1628	Henri Michaux	415	20th century post-1945	8454	Art Informel
1630	Edward Middleditch	415	20th century post-1945	427	Kitchen Sink Art
379	Sir John Everett Millais, Bt	350	19th century	363	Pre-Raphaelite
379	Sir John Everett Millais, Bt	350	19th century	8064	Victorian/Genre
1644	John Minton	8	20th century 1900-1945	312	Neo-Romanticism
1646	Joan Miró	8	20th century 1900-1945	320	Surrealism
1647	Denis Mitchell	415	20th century post-1945	441	St Ives School
2300	Tatsuo Miyajima	415	20th century post-1945	421	Conceptual Art
2669	Tracey Moffatt	415	20th century post-1945	12081	Feminist Art
1649	László Moholy-Nagy	8	20th century 1900-1945	298	Constructivism
1649	László Moholy-Nagy	8	20th century 1900-1945	294	Bauhaus
1651	Piet Mondrian	8	20th century 1900-1945	299	Cubism
1651	Piet Mondrian	8	20th century 1900-1945	6277	Neo-Plasticism
1651	Piet Mondrian	8	20th century 1900-1945	1686	De Stijl
1652	Claude Monet	350	19th century	357	Impressionism
9245	Priscilla Monge	415	20th century post-1945	12072	Kinetic Art
2298	Ronald Moody	8	20th century 1900-1945	303	Direct Carving
1656	Jeremy Moon	415	20th century post-1945	1683	British Pop
382	Albert Moore	350	19th century	351	Aesthetic Movement
1659	Henry Moore OM, CH	8	20th century 1900-1945	10525	British War Art
1659	Henry Moore OM, CH	8	20th century 1900-1945	321	Unit One
1659	Henry Moore OM, CH	8	20th century 1900-1945	1688	British Surrealism
1659	Henry Moore OM, CH	8	20th century 1900-1945	303	Direct Carving
2272	Colin Morison	290	18th century	344	Neo-Classicism
1663	Berthe Morisot	350	19th century	357	Impressionism
2773	Desmond Morris	8	20th century 1900-1945	1688	British Surrealism
1669	Robert Morris	415	20th century post-1945	430	Minimalism
388	William Morris	350	19th century	363	Pre-Raphaelite
389	John Hamilton Mortimer	290	18th century	6210	Grand Manner
389	John Hamilton Mortimer	290	18th century	340	Conversation Piece
389	John Hamilton Mortimer	290	18th century	349	Sublime
389	John Hamilton Mortimer	290	18th century	341	Fancy Picture
389	John Hamilton Mortimer	350	19th century	364	Romanticism
2715	Charles Mosley	290	18th century	343	Modern Moral Subject
1671	Marlow Moss	8	20th century 1900-1945	298	Constructivism
1671	Marlow Moss	8	20th century 1900-1945	6277	Neo-Plasticism
1673	Robert Motherwell	415	20th century post-1945	416	Abstract Expressionism
1674	Rodrigo Moynihan	8	20th century 1900-1945	10525	British War Art
1674	Rodrigo Moynihan	8	20th century 1900-1945	304	Euston Road School
1674	Rodrigo Moynihan	8	20th century 1900-1945	313	Objective Abstraction
2672	Ron Mueck	415	20th century post-1945	11857	Young British Artists (YBA)
391	William James Müller	350	19th century	5866	Orientalist
392	William Mulready	350	19th century	8064	Victorian/Genre
1678	Edvard Munch	8	20th century 1900-1945	305	Expressionism
396	Daniel Mytens the Elder	289	16th and 17th century	400	Court
396	Daniel Mytens the Elder	289	16th and 17th century	406	Netherlands-trained, working in Britain
396	Daniel Mytens the Elder	289	16th and 17th century	412	Early Stuart
1689	John Nash	8	20th century 1900-1945	9312	London Group
1690	Paul Nash	8	20th century 1900-1945	1688	British Surrealism
1690	Paul Nash	8	20th century 1900-1945	9312	London Group
1690	Paul Nash	8	20th century 1900-1945	312	Neo-Romanticism
1690	Paul Nash	8	20th century 1900-1945	321	Unit One
1690	Paul Nash	8	20th century 1900-1945	10525	British War Art
397	Patrick Nasmyth	290	18th century	345	Picturesque
1691	Bruce Nauman	415	20th century post-1945	1680	Body Art
1691	Bruce Nauman	415	20th century post-1945	421	Conceptual Art
3047	Alice Neel	415	20th century post-1945	12081	Feminist Art
1697	Christopher Richard Wynne Nevinson	8	20th century 1900-1945	307	Futurism
1697	Christopher Richard Wynne Nevinson	8	20th century 1900-1945	10525	British War Art
1699	Barnett Newman	415	20th century post-1945	416	Abstract Expressionism
1699	Barnett Newman	415	20th century post-1945	439	Post Painterly Abstraction
1702	Ben Nicholson OM	415	20th century post-1945	441	St Ives School
1702	Ben Nicholson OM	8	20th century 1900-1945	321	Unit One
1702	Ben Nicholson OM	8	20th century 1900-1945	298	Constructivism
1702	Ben Nicholson OM	8	20th century 1900-1945	299	Cubism
1702	Ben Nicholson OM	8	20th century 1900-1945	319	Seven and Five
1702	Ben Nicholson OM	8	20th century 1900-1945	320	Surrealism
1702	Ben Nicholson OM	8	20th century 1900-1945	16667	Abstraction-Création
1704	Winifred Nicholson	8	20th century 1900-1945	319	Seven and Five
400	Erskine Nicol	350	19th century	8064	Victorian/Genre
1706	Hermann Nitsch	415	20th century post-1945	1684	Actionism
2767	Paul Noble	415	20th century post-1945	11857	Young British Artists (YBA)
1708	Sir Sidney Nolan	8	20th century 1900-1945	16668	Angry Penguins
1709	Kenneth Noland	415	20th century post-1945	439	Post Painterly Abstraction
2543	Chris Ofili	415	20th century post-1945	11857	Young British Artists (YBA)
7730	Hélio Oiticica	415	20th century post-1945	18626	Tropicália
1713	Claes Oldenburg	415	20th century post-1945	437	Pop Art
2198	Jules Olitski	415	20th century post-1945	439	Post Painterly Abstraction
1716	Eric Olson	415	20th century post-1945	435	Optical Art
7622	Roman Ondák	415	20th century post-1945	436	Performance Art
405	George Bernard O'Neill	350	19th century	8064	Victorian/Genre
1720	Gordon Onslow-Ford	8	20th century 1900-1945	320	Surrealism
1721	Julian Opie	415	20th century post-1945	1682	New British Sculpture
1722	Dennis Oppenheim	415	20th century post-1945	436	Performance Art
1722	Dennis Oppenheim	415	20th century post-1945	1680	Body Art
1722	Dennis Oppenheim	415	20th century post-1945	422	Environmental Art
1722	Dennis Oppenheim	415	20th century post-1945	429	Land Art
407	Sir William Quiller Orchardson	350	19th century	8064	Victorian/Genre
1725	Sir William Orpen	8	20th century 1900-1945	10525	British War Art
1730	Graham Ovenden	415	20th century post-1945	440	Ruralists, Brotherhood of
2585	Samuel Owen	290	18th century	349	Sublime
1731	Amédée Ozenfant	8	20th century 1900-1945	1664	Purism
1734	Mimmo Paladino	415	20th century post-1945	431	Neo-Expressionism
1734	Mimmo Paladino	415	20th century post-1945	12069	Transavanguardia
411	Samuel Palmer	350	19th century	368	Shoreham / The Ancients
1737	Giulio Paolini	415	20th century post-1945	418	Arte Povera
1738	Sir Eduardo Paolozzi	415	20th century post-1945	424	Geometry of Fear
1738	Sir Eduardo Paolozzi	415	20th century post-1945	425	Independent Group
1738	Sir Eduardo Paolozzi	415	20th century post-1945	1683	British Pop
11244	Ewa Partum	415	20th century post-1945	12081	Feminist Art
11244	Ewa Partum	415	20th century post-1945	436	Performance Art
1744	Victor Pasmore	415	20th century post-1945	419	British Constructivism
1744	Victor Pasmore	8	20th century 1900-1945	304	Euston Road School
1745	Wendy Pasmore	415	20th century post-1945	419	British Constructivism
2652	Richard Patterson	415	20th century post-1945	11857	Young British Artists (YBA)
2397	Simon Patterson	415	20th century post-1945	11857	Young British Artists (YBA)
415	Robert Peake	289	16th and 17th century	400	Court
415	Robert Peake	289	16th and 17th century	412	Early Stuart
2200	Charles Pears	8	20th century 1900-1945	10525	British War Art
1751	Henry Alfred Pegram	350	19th century	16650	Decadence
1751	Henry Alfred Pegram	350	19th century	16649	Symbolism
1751	Henry Alfred Pegram	350	19th century	361	New Sculpture
1751	Henry Alfred Pegram	350	19th century	16651	Fin de Siècle
1753	A.R. Penck (Ralf Winkler)	415	20th century post-1945	431	Neo-Expressionism
1754	Giuseppe Penone	415	20th century post-1945	418	Arte Povera
1755	Sir Roland Penrose	8	20th century 1900-1945	1688	British Surrealism
1756	Samuel John Peploe	350	19th century	367	Scottish Colourists
1761	Antoine Pevsner	8	20th century 1900-1945	298	Constructivism
422	John Phillip	350	19th century	354	The Clique
1763	Peter Phillips	415	20th century post-1945	1683	British Pop
1766	Francis Picabia	8	20th century 1900-1945	320	Surrealism
1766	Francis Picabia	8	20th century 1900-1945	300	Dada
1767	Pablo Picasso	8	20th century 1900-1945	1685	Return to Order
1767	Pablo Picasso	8	20th century 1900-1945	299	Cubism
1771	Edouard Pignon	8	20th century 1900-1945	12699	Socialist Realism
426	George John Pinwell	350	19th century	8064	Victorian/Genre
1774	John Piper	8	20th century 1900-1945	312	Neo-Romanticism
1774	John Piper	8	20th century 1900-1945	16667	Abstraction-Création
1774	John Piper	8	20th century 1900-1945	319	Seven and Five
1774	John Piper	8	20th century 1900-1945	10525	British War Art
2254	Fausto Pirandello	8	20th century 1900-1945	16138	Scuola Romana
1776	Camille Pissarro	350	19th century	357	Impressionism
1776	Camille Pissarro	350	19th century	358	Neo-Impressionism
1777	Lucien Pissarro	8	20th century 1900-1945	297	Camden Town Group
1777	Lucien Pissarro	350	19th century	357	Impressionism
1777	Lucien Pissarro	350	19th century	358	Neo-Impressionism
1778	Roland Vivian Pitchforth	8	20th century 1900-1945	10525	British War Art
9377	Carl Plackman	415	20th century post-1945	421	Conceptual Art
1784	Serge Poliakoff	415	20th century post-1945	8454	Art Informel
1785	Jackson Pollock	415	20th century post-1945	416	Abstract Expressionism
1788	Larry Poons	415	20th century post-1945	439	Post Painterly Abstraction
11040	Charlotte Posenenske	415	20th century post-1945	430	Minimalism
431	Frank Huddlestone Potter	350	19th century	8064	Victorian/Genre
1801	Dod Procter	350	19th century	360	Newlyn School
1802	Ernest Procter	350	19th century	360	Newlyn School
1806	Gerald Pryse	8	20th century 1900-1945	10525	British War Art
