artwork.id,artwork.title,afinn_111_score,afinn_111_comparative
59194,Boats near the Rialto Bridge,0,0
59208,"The Church and Campo of Santi Giovanni e Paolo, from the Rio dei Mendicanti, with the Scuola Grande di San Marco",0,0
59124,Chiesa della Salute,0,0
59149,The Arches of a Balcony,0,0
59180,"The Island of San Giorgio Maggiore from the South-East, with Two Views of San Marco from the Southern Side of the Giudecca",0,0
59197,Isola di S. Giorgio Maggiore,0,0
59186,"Studies on the Giudecca Canal from near Santi Biagio e Cataldo, with Santa Maria della Visitazione and the Gesuati on the Zattere",0,0
59126,View on Canal,0,0
59161,"The Doge's Palace from the Bacino, with the Columns of the Piazzetta and the Campanile of San Marco",0,0
59155,Part of Outside of Ducal Palace,0,0
59172,Views from the Canal of St Mark's,0,0
59139,Buildings,0,0
59216,"The Riva degli Schiavoni, Looking West to the Salute and the Campanile; with a Sketch of San Giorgio Maggiore",0,0
34344,?The Vale of Llangollen,0,0
34388,?Tabley: Men Setting Traps or Taking up Nets,0,0
34312,"Cattle on the Bank of a River, with Boats Passing",0,0
34356,Llangollen: Bridge over the River Dee,0,0
34308,"Cattle on the Bank of a River, with Boats Passing",0,0
34346,"?The River Dee, near Llangollen",0,0
34348,?The River Dee near Corwen or Llangollen; Bridge to the Left,0,0
34290,A Bridge,0,0
34313,"Cattle on the Bank of a River, with Boats Passing",0,0
34307,The River Dee at Corwen,0,0
34304,The River Dee at Corwen; Man Fishing and Cattle Watering,0,0
34358,Llangollen: Bridge over the River Dee,0,0
34377,?Tabley: Bridge to the Old Hall,0,0
34340,Sun Breaking through Clouds,0,0
34322,"Landscape, with Mountains and Cloudy Sky",0,0
34381,"Design for an Arrangement of Curtains; Tabley House from the Moat, with the Water Tower",0,0
34380,"Tabley House from the Moat, with the Water Tower",0,0
34320,An Eel Hook (with Inscription by Turner),0,0
34299,A Bridge across a River,0,0
34334,"A River, Bridge and Distant Mountains",0,0
34309,"Cattle on the Bank of a River, with Boats Passing",0,0
34389,?Tabley: Men Fishing,0,0
34293,A Valley,0,0
34387,?Tabley: Men Standing in Water,0,0
34354,Llangollen: Bridge over the River Dee,0,0
34352,"Landscape, with Mountains",0,0
34376,"St Peter's Chapel, Tabley, among Trees",0,0
34300,A River between Mountains,0,0
34382,"Tabley House from the Moat, with the Water Tower, and Cattle Watering",0,0
34370,Design for a Tower on a Bridge,0,0
34350,Llangollen: Bridge over the River Dee,0,0
34369,"Tabley Water Tower, and a Tower on a Bridge",0,0
34363,Llangollen: Bridge over the River Dee,0,0
34372,Design for a Building on a Bridge,0,0
34342,?The Vale of Llangollen,0,0
34362,Llangollen: Bridge over the River Dee,0,0
34375,"St Peter's Chapel, Tabley, among Trees",0,0
34378,A Mansion by a Bridge,0,0
34321,"Landscape, with Mountains and Cloudy Sky",0,0
34351,Llangollen: Bridge over the River Dee,0,0
34310,"Cattle on the Bank of a River, with Boats Passing",0,0
34338,?Near Tabley: A Path through a Wood,0,0
34386,?Tabley: Figures Standing in a Stream and a Wagon Crossing a Bridge,0,0
34306,The River Dee at Corwen,0,0
34384,?Tabley: Men Standing in Water beneath Trees,0,0
34383,Bank of the Moat at Tabley,0,0
34360,Llangollen: Bridge over the River Dee,0,0
34366,Landscape,0,0
34364,?The River Dee,0,0
63579,"Monte della Madonna, near Arcquà",0,0
63554,At Gaeta,0,0
63488,"Study of the Buildings of a Falling Mill, Seen from Above",-1,-0.09090909090909091
63544,Ariccia: View Looking up to the Church of Santa Maria,0,0
63576,Naples: The Castel Sant'Elmo,0,0
63529,The Ponte Molle,0,0
63513,Rome: Ruins on the Palatine Hill,-2,-0.3333333333333333
63548,On the Tiber near Ponte Molle,0,0
63583,?The Ruins of the Savoy Palace,-2,-0.3333333333333333
63493,"An Iron Foundry, Madeley Wood, Coalbrookdale",0,0
63509,Rome: Part of the Ruins of the Domus Aurea of Nero,-2,-0.18181818181818182
63490,"The Resolution Steam-Engine, Coalbrookdale, Seen from the New Pool",0,0
63549,"View in the Bay of Baiae, with Naples and Vesuvius in the Distance",0,0
63572,A View at Civita Castellana,0,0
63560,A Circular Temple on a High Cliff Overlooking a Lake,0,0
63508,Rome: The Domus Aurea of Nero,0,0
63584,View at Portici,0,0
63547,Rome: A Wall with Trees Overhanging a Street near the Porta Pinciana,0,0
63489,"View of a River with Houses by a Single-Arched Bridge, and a Tower on a Wooded Hill Beyond",0,0
63531,A Large Building by a River or Lake with Steps Leading down to the Water,0,0
63582,A View on the Arno,0,0
63574,A Waterfall among Woods on a Mountain-side,0,0
63494,"Near View of the Resolution Steam-Engine, Coalbrookdale",0,0
63495,"The Engine Building at John Morris's Fforest Copper Works, Clase",0,0
63510,Nemi: Buildings and Cliffs beside the River,0,0
63486,"A Windmill, with Cottages among Trees",0,0
63543,Albano: A Ruined Building,-2,-0.5
63559,On the Coast of Piedmont,0,0
63521,A Convent at Monte Cavo,0,0
63545,Pompey's Tomb,0,0
63501,Rome: A Ruin on the Palatine Hill,-2,-0.2857142857142857
63527,Rome: St Peter's Seen from the Pincian Hill,0,0
63511,Rome: Ruins on the Palatine Hill,-2,-0.3333333333333333
63517,A Ruined Building at Albano,-2,-0.4
63492,"The Boiler House and Casting House of a Furnace, Probably Bedlam Furnace, at Coalbrookdale",0,0
63528,Part of the Ponte Molle,0,0
63491,"A Large Copper-Smelting Works at Swansea (Perhaps the Copper Works at Landore on the River Tawe, North of Swansea)",0,0
63534,Tivoli: The Temple of the Sibyl Seen from Below,0,0
63551,The Promontory of Fino,0,0
63535,Nemi: A Gateway into the Town,0,0
63537,Ariccia: The Church of Santa Maria,0,0
63564,The Lower Fall of the Reichenbach,0,0
63518,Ruined Buildings at Albano,-2,-0.5
63542,Tivoli: A Loggia of the Palazzo d'Este,0,0
63562,On Lake Maggiore,0,0
63578,Padua: The Euganian Hills Seen from the Walls,0,0
63570,Near the Pantenbrücke in the Canton of Glarus,0,0
63505,The Tomb of the Horatii and Curatii,0,0
63500,Between Rome and Albano,0,0
63523,Tivoli: The Temple of Bacchus,0,0
63581,At Terracina,0,0
63565,The Fall of the Reichenbach,0,0
63577,Portici: The Fortress in the Boschetto,0,0
63498,"View from the North Shore of the Teign Estuary, with the Sea in the Distance and Part of Teignmouth",0,0
63522,Rome: The Domus Aurea,0,0
63558,The Amphitheatre of Ancient Capua,0,0
63496,"The River Teign at Teignmouth, Looking East",0,0
63520,A Convent at Nemi,0,0
63526,A Fort on a Cliff by the Sea,0,0
63530,The Ponte Molle,0,0
63533,A Temple at Tossa,0,0
63575,"A Church and Campanile at Chiavenna, with Mountain Beyond",0,0
63561,Lago Di Vico from the Hill of Viterbo,0,0
63566,Part of the Fall of the Reichenbach,0,0
63506,A Hermitage at Albano,0,0
63550,On the River Aquacetosa,0,0
63553,A View on the Lake of Bolsena,0,0
63499,The Capuchin Convent near Nemi,0,0
63556,"From Salerno, Looking towards Vietri",0,0
63555,The Town of Nemi with the Lake Below,0,0
63514,Rome: Buildings on the Palatine Hill,0,0
63539,Tivoli: A View inside the Castle,0,0
63557,At Terracina,0,0
63536,A Fortification on Rocks by the Sea,0,0
63573,A Convent near Vietri,0,0
63571,Barns and Sheds beside a Ruined Wall with Gothic Windows,-2,-0.2
63504,"The Tomb of Plautus, near Tivoli",0,0
63546,"An Archway through a Building, with a Round Tower",0,0
63519,Rome: Buildings on the Palatine Hill,0,0
63507,The Temple of Venus in the Bay of Baiae,0,0
63532,A Group of Buildings on a Low Cliff,0,0
63540,Tivoli: A View Looking through an Arch to the Cascade,0,0
63580,A View on the River Inn,0,0
63524,A Ruined Building,-2,-0.6666666666666666
63515,A Ruined Building on the Road to Albano,-2,-0.25
63502,Rome: Part of the Ruins of Nero's Palace,-2,-0.25
63525,The Tomb of the Horatii and Curiatii,0,0
63512,Rome: A Road under a Ruined Archway on the Palatine Hill,-2,-0.18181818181818182
63541,Tivoli: A Bridge and Gateway,0,0
63568,A Waterfall among Rocky Cliffs,0,0
63485,View across Fields to a Broad Estuary or Inlet with a River Flowing into It past a Town; Distant Hills,0,0
63569,Buildings near a Lake beneath a Sheer Cliff; a Mountain Beyond,0,0
63567,The Reichenbach in a Rocky Gorge,0,0
63563,On the Reichenbach,0,0
63503,The Convent at Monte Cavo,0,0
63497,"The Mouth of the River Teign at Teignmouth, with Shipping",0,0
63516,A Ruined Building between Rome and Albano,-2,-0.2857142857142857
63538,Tivoli: Part of the Fortifications,0,0
63552,A Castle Overlooking the Sea,0,0
38439,"Skipton Castle from the North, in Two Parts",0,0
38402,Study for Historical Picture,0,0
38460,Pen-y-ghent from near Settle,0,0
38420,Ingleborough from the South-West,0,0
38448,Skipton Castle: The Main Gateway with Rombald's Moor Beyond,0,0
38409,Study for a Carthage Picture,0,0
38407,Study for The Decline of Carthage,0,0
38453,Skipton Castle,0,0
38411,Study for Historical Subject,0,0
38435,Weathercote Cave: Inside the Cave Looking Out to Daylight,0,0
38415,Knaresborough Castle,0,0
38474,Thurland Castle,0,0
38462,Distant View of ?Thurland Castle from near Kirkby Lonsdale,0,0
38418,"A Panorama of the Kent Estuary in Six Parts, with Milnthorpe, Whitbarrow Scar, Meathop Marsh",0,0
38398,Study for Historical Picture,0,0
38464,"Kirkby Lonsdale, from the South; A More Distant View, Probably Made While Travelling from Kendal to Farnley",0,0
38438,"Skipton Castle from the North, in Two Parts",0,0
38375,Ruins of Castle on Hill. Knaresborough,-2,-0.3333333333333333
38400,Study for Historical Picture,0,0
38467,Distant View of Thurland Castle,0,0
38404,"Sketches - Children Playing with Water Helebore as Umbrellas, Brooms [Turner], Etc.",0,0
38455,Skipton Castle: North Gate,0,0
38376,Ruins of Castle on Hill. Knaresborough,-2,-0.3333333333333333
38436,Kendal Church,0,0
38432,Skipton Castle from the North,0,0
38470,Chapel-Le-Dale and Ingleborough from the East of Hurtle Pot,0,0
38413,Knaresborough Castle,0,0
38434,Weathercote Cave: Inside the Cave Looking Out to Daylight,0,0
38461,Giggleswick,0,0
38463,Kirkby Lonsdale Church and Village from Millgate,0,0
38437,"Kendal Church and Castle from the South, with a Detail of a Building",0,0
38449,Skipton Castle,0,0
38419,"A Panorama of the Kent Estuary in Six Parts, with Milnthorpe, Whitbarrow Scar, Meathop Marsh",0,0
38417,"Architectural Detail, Possibly Skipton Castle",0,0
38423,"Skipton Castle from the North, with Trees, Wall and Girl",0,0
38466,"Kendal from the South, in Two Parts",0,0
38465,"Kendal from the South, in Two Parts",0,0
38428,Skipton Castle from the North,0,0
38473,Thurland Castle,0,0
38446,Ingleborough and Pen-y-ghent from Settle,0,0
43865,Rome and the River Tiber from San Paolo fuori le mura,0,0
43884,"Three Sketches ?in the Grounds of the Villa Borghese, Rome, including a Distant View of St Peter's",0,0
43926,"The Boboli Gardens, Florence",0,0
43890,Castiglion Fiorentino,0,0
43875,Distant Mountains North-East of Rome; and a Study of a Stone Pine,0,0
43946,Florence from near San Salvatore al Monte,0,0
43905,"Part of a View of Lake Trasimene; Also a Study of the Medici Vase from the Uffizi Gallery, Florence",0,0
43856,"Pyramid of Cestius, Rome, from the Protestant Cemetery",0,0
43921,"Interior of the Florence Cathedral, Showing the Crossing",0,0
43896,"Piazza Grande, Arezzo",0,0
43872,"Three Views of Rome, with ?Monte Mario and St Peter's",0,0
43915,"Ponte Vecchio and the River End of the Uffizi, Florence",0,0
43886,Six Landscape Sketches on the Road from Rome to Florence; including Three of Terni,0,0
43929,Florence from near San Salvatore al Monte; Also Studies of Statues in the Boboli Gardens,0,0
43953,Florence from the West,0,0
43892,?Walls of Arezzo,0,0
43936,"Piazza IV Novembre, Perugia",0,0
43874,"?Interior of Villa Borghese, Rome",0,0
43882,"Two Views of the Temple of Aescalupius in the Grounds of Villa Borghese, Rome",0,0
43947,Part of a View of Florence from near San Salvatore al Monte,0,0
43878,"Aurelian Walls, Rome, from Villa Borghese",0,0
43861,"View Looking West from San Paolo fuori le mura, Rome, towards Ostia",0,0
43899,"Florence and the Valley of the Arno, from Fiesole",0,0
43927,"Florence from the South, with the City Walls",0,0
43903,"Castle on a Hill, above the ?Vale of the Arno",0,0
43859,"Two Views from San Paolo fuori le Mura, Rome; including the River Tiber; and a Distant View of the Tomb of Cecilia Metella",0,0
43863,"San Paolo fuori le mura, Rome, from the South-East",0,0
43942,"Florence from the East, with the Ponte alle Grazie",0,0
43860,Distant View of Rome from San Paolo fuori le mura,0,0
43895,"Distant View of Cortona, from Ossaia",0,0
43907,"Notes on Santa Croce, Florence; Also Studies of Frescoes from the Chiostrino di Voti of the Basilica of Santissima Annunziata, Florence",0,0
43937,?Distant View of Cortona,0,0
43862,"Distant View of Rome from the South, with San Paolo fuori le mura",0,0
43909,"Palazzo Uguccioni in Piazza della Signoria, Florence",0,0
43906,Part of a View of Lake Trasimene; Also Two Figures,0,0
43877,Two Views of the Mountains East of Rome,0,0
43864,"Column of Marcus Aurelius, in Piazza Colonna, Rome",0,0
43897,The Valley of the Arno,0,0
43928,"Florence from near San Salvatore al Monte; Also Two Studies of Urns; and the Duomo Seen from the Amphitheatre, Boboli Gardens",0,0
43887,Four Landscape Sketches on the Road from Rome to Florence; including the Pass of the Somma,0,0
43910,"Piazza della Signoria, Florence, with the Palazzo Vecchio and the Loggia dei Lanzi",0,0
43873,?View of Rome,0,0
43893,"Two Views of Distant Mountains, from ?Rome",0,0
43949,Florence from near San Salvatore al Monte,0,0
43938,Two Sketches including One of the Walls of Florence,0,0
43880,"View in the Grounds of Villa Borghese, Rome",0,0
43908,"Studies of Frescoes from the Chiostro dei Morti of the Basilica of Santissima Annunziata, Florence",0,0
43871,"Studies of Arabesques, ?Rome",0,0
43943,"Florence from the East, with the Duomo and Torre della Zecca",0,0
43939,"Two Sketches of the Piazza Cavour and Porta San Gallo, Florence",0,0
43931,"Santo Spirito from the Boboli Gardens, Florence",0,0
43952,"Florence from San Miniato al Monte, with San Salvatore al Monte",0,0
43857,"San Paolo fuori le Mura, Rome",0,0
43930,"Palazzo Pitti and the Boboli Gardens, Florence, from Forte Belvedere",0,0
43920,"Interior of the Duomo, Florence",0,0
43940,Florence from Piazza Cavour and Porta San Gallo,0,0
43950,Florence from near San Salvatore al Monte,0,0
43891,"Arezzo, with the Tower of Santa Maria della Pieve; Distant View of Montecchio Vesponi from Castiglion Fiorentino",0,0
43866,Rome and the River Tiber from San Paolo fuori le mura,0,0
43894,Cortona,0,0
43876,"St Peter's and Monte Soratte from the ?Villa Borghese, Rome",0,0
43948,Florence from near San Salvatore al Monte,0,0
43902,"View of the River Arno, Florence, with the Ponte alle Grazie; and Part of a View from Ossaia",0,0
43941,"Copy of the ""Seaport with the Villa Medici"" by Claude Lorrain",0,0
43944,Florence from the South-East,0,0
43945,Part of a View of Florence from the South-East,0,0
43951,Two Sketches of a Church in Florence (?San Salvatore al Monte),0,0
43888,Four Landscape Sketches on the Road from Rome to Florence; including the Vale of the Clitumnus,0,0
43879,"View in the Grounds of Villa Borghese, Rome, with the Temple of Diana",0,0
43901,"View of the River Arno, Florence, with the Porta San Niccolò and the Ponte alle Grazie",0,0
43858,"Interior of San Paolo fuori le mura, Rome",0,0
43914,"Ponte Santa Trinita and Ponte Vecchio from the Lungarno Guicciardini, Florence",0,0
43881,"The Temple of Aesculapius in the Grounds of Villa Borghese, Rome, with the Greek Inscription from its Façade",0,0
43889,Landscape Sketches on the Road between Rome and Florence; including Three Views of Trevi and the Walls of Florence,0,0
43870,"View of the Capitoline Hill, Rome, with the Church of Santissimo Nome di Maria",0,0
43869,"Part of a View of the Capitoline Hill, Rome with the Torre dei Milizie",0,0
43883,"View in the Grounds of Villa Borghese, Rome",0,0
43898,"Florence, from the Garden of the Franciscan Convent, Fiesole",0,0
43885,Five Landscape Sketches on the Road from Rome to Florence; Including Two at Narni,0,0
43904,"Two Sketches of the View from Piazzale degli Uffizi towards Palazzo Vecchio, with the Duomo and the Loggia dei Lanzi",0,0
43867,"San Paolo fuori le mura, Rome, from the North-East",0,0
65086,Stonehenge from the North-West,0,0
65030,West Country Watermills,0,0
65057,"The Coast towards Bull Point and Lundy from Capstone Hill, Ilfracombe",0,0
65026,St Ives from the Stennack,0,0
65047,Land's End with the Armed Knight Beyond,0,0
65028,Godrevy Island from St Ives,0,0
65023,"Carn Brea Castle and St Euny Church, near Redruth",0,0
65038,Tintagel Haven,0,0
65071,Clovelly from near Buck's Mills,0,0
65052,"Benoath Cove near Bossiney, with Saddle Rocks and Long Island in the Distance",0,0
65082,"Stonehenge from the South, with the Heel Stone Beyond",0,0
65058,Tintagel Castle,0,0
65001,Land's End: Longships Lighthouse from Carn Greeb,0,0
65067,St Michael's Mount from near Gulval,0,0
65060,A Rocky Bay in Cornwall or North Devon,0,0
65000,Land's End: Longships Lighthouse from Dr Syntax's Head,0,0
65015,Ilfracombe from Capstone Hill,0,0
65093,"The Marxburg; The Marxburg and Braubach, from the Lahnstein Road",0,0
65044,Clovelly,0,0
65022,Clovelly Harbour from the Pier,0,0
65033,Tintagel: The Castle and a Watermill,0,0
65036,Tintagel: The Beach and Castle from a Cave in the Cliffs,0,0
65051,Boscastle: Penally Hill with Willapark and the Meachard Beyond,0,0
65084,Stonehenge: The Inner Sarsen 'Horseshoe' from the West,0,0
65076,Cheddar Gorge: High Rock from the West,0,0
65003,Land's End: Looking North to Pedn-mên-du and Cape Cornwall,0,0
65002,Land's End: Looking North to Pedn-mên-du and Cape Cornwall,0,0
65017,The North Devon Coast near Combe Martin,0,0
65019,Ilfracombe from Hillsborough,0,0
65041,"The Coast towards Bull Point and Lundy from the Torrs, near Ilfracombe",0,0
65039,?Buck's Mills from the Beach,0,0
65040,Ilfracombe from the Torrs,0,0
65079,Cheddar Gorge: Wind Rock,0,0
65043,"Rocks on a Beach, Probably near Bude",0,0
65014,Ilfracombe from below Capstone Hill,0,0
65095,"The Santuario di Ercole Vincitore, Tivoli, seen from the Valley",0,0
65010,The Coast of Bude Bay from Bude,0,0
65011,Bideford,0,0
65020,Clovelly Harbour,0,0
65088,[title not known],0,0
65078,Cheddar Gorge: High Rock from near Horseshoe Bend,0,0
65031,Tintagel: A Watermill near the Castle,0,0
65081,"Stonehenge from South-East, with the Setting Sun",0,0
65070,The Monument Commemorating the Murder of Martha Blewett on the Road between Mousehole and Paul,-2,-0.13333333333333333
65037,A Rocky Cove or Inlet in Cornwall or North Devon,0,0
65049,Treryn Dinas,0,0
65048,"Rocks on the Beach at Bude, Looking towards Lower Sharpnose Point",0,0
65009,Bude Beach,0,0
65042,Tintagel Castle,0,0
65066,Padstow and the Camel Estuary,0,0
64998,Land's End: Longships Lighthouse and the Armed Knight from Carn Greeb,0,0
65021,Clovelly Harbour from the Pier,0,0
65029,A West Country Watermill,0,0
65054,Bossiney Haven,0,0
65025,St Ives from Porthminster Beach,0,0
65063,A Rocky Coast with Buildings in Cornwall or North Devon,0,0
65034,"Boscastle Harbour, Willapark and Penally Hill with Profile Rock",0,0
65007,"Tintagel: The Haven, with Stone-Lifting Gear and the Castle Above",0,0
65069,Ilfracombe from the Torrs,0,0
65059,Cliffs in Cornwall or North Devon,0,0
65068,Clovelly and the Coast of Barnstaple or Bideford Bay,0,0
65008,"Tintagel: The Haven, with Stone-Lifting Gear",0,0
65027,St Ives from above Porthminster Beach,0,0
65061,"St Petroc's Church, Trevalga, Looking towards Boscastle",0,0
65062,St Ives from Man's Head,0,0
65085,Stonehenge from the South-East,0,0
65046,Land's End with the Armed Knight,0,0
65016,Bude: The Coast from Wrangle Point to Lower Sharpnose Point,0,0
65075,Cheddar Gorge: High Rock from Horseshoe Bend,0,0
65032,Tintagel: The Castle and a Watermill,0,0
65024,St Ives from the Island,0,0
65074,Cheddar Gorge: The Pinnacles from near Horseshoe Bend,0,0
65056,"The Coast towards Bull Point and Lundy from the Torrs, near Ilfracombe",0,0
65080,"Stonehenge from the West, with the Heel Stone Beyond",0,0
65013,Ilfracombe from the West,0,0
65077,Cheddar Gorge: High Rock from above the Road,0,0
65005,Long Island and Saddle Rocks from near Bossiney,0,0
65092,Hills and a Valley,0,0
65072,Cheddar Gorge: The Lion Rock from the Village,0,0
65094,The Buildings of Deutz,0,0
65050,"Compass Point, Bude",0,0
65073,Cheddar Gorge: High Rock from Horseshoe Bend,0,0
65065,Mount's Bay and St Michael's Mount from near Gulval,0,0
65055,The Coast towards Bossiney and Trevalga from Tintagel,0,0
64999,Land's End: Dr Syntax's Head with the Longships Lighthouse Beyond,0,0
65083,"Stonehenge from the North-East, with the Sun Setting beyond the Heel Stone",0,0
65035,"A West Country Mill, Farm or Industrial Building",0,0
65053,Cliffs in Cornwall or North Devon,0,0
65064,Penzance and Mount's Bay from Quarry Hill,0,0
65006,"Tintagel: The Haven, with Stone-Lifting Gear and the Castle Above",0,0
65012,Ilfracombe from the West,0,0
65004,"Padstow, St Issey and the Camel Estuary",0,0
65045,Clovelly from near Buck's Mills,0,0
65018,"Treryn Dinas, with Porth Curno in the Distance",0,0
48845,Mountains,0,0
48916,Views at Leghorn,0,0
48884,Town,0,0
48850,On Coast at Spezzia [Turner],0,0
48885,Town,0,0
48915,Views at Leghorn,0,0
48922,"Via di Banchi, Pisa, with the Logge di Banchi on the Left",0,0
48852,Views,0,0
48925,Near Pisa [Turner],0,0
48927,The Cathedral at Livorno,0,0
48873,Massa [Turner],0,0
48865,"Bridge, with Mountains",0,0
48890,"Town, with Walls and Tower",0,0
48919,Harbour and Statue - ?Grand-Duke Ferdinand I - at Leghorn,0,0
48935,Buildings on Hill,0,0
48938,Town on Hill; Two Sketches,0,0
48940,"Villa Barberino [Turner], and Two Other Sketches, One of Montagnola Senese",0,0
48866,Massa [Turner],0,0
48928,Buildings,0,0
48862,"Santa Maria della Spina on the River Arno, Pisa",0,0
48903,"Views of Florence, from the Area of the Present-Day Piazzale Michelangelo and S. Salvatore",0,0
48849,On Coast,0,0
48888,"Town, with Bridge: Florence",0,0
48906,Florence: Ponte Rubaconte from the Ponte Vecchio,0,0
48924,"Buildings, with Mountains Beyond",0,0
48883,"Buildings on Hill, with Coast and Distant Mountains",0,0
48918,"The Lighthouse, Leghorn",0,0
48926,"View on the Arno at Pisa, with the Ponte di Mezzo",0,0
48851,View,0,0
48887,Leghorn,0,0
48912,Leghorn [Turner],0,0
48934,"Street Scene, All Arco [Turner], and River between Mountains",0,0
48893,?River with Hills,0,0
48844,Corsica [Turner] in Distance; Also Two Figures,0,0
48867,Mountains,0,0
48937,St Cosimo [Turner],0,0
48855,"St Francis, with Mountains of Carrara [Turner] in Distance",0,0
48848,Mountains,0,0
48892,Buildings on Hill,0,0
48933,Bridge,0,0
48886,Leghorn [Turner],0,0
48843,Mountains,0,0
48854,"Bridge, Etc.",0,0
48905,View of Florence,0,0
48857,Distant Mountains,0,0
48907,"Florence, from the Central Arches of the Ponte Vecchio",0,0
48870,"The Duomo and Campanile, Pisa",0,0
48913,Leghorn,0,0
48923,Street Scene,0,0
48882,Mountains,0,0
48881,Mountains,0,0
48847,Mountains,0,0
48878,Buildings on Hill,0,0
48900,"View of Florence, from the Area of the Present-Day Piazzale Michelangelo and S. Salvatore",0,0
48909,"Leghorn, from the Harbour",0,0
48889,Views of Florence,0,0
48859,"Mountains, with Buildings",0,0
48941,Poggibonsi [Turner],0,0
48898,"View of Florence, from the Area of the Present-Day Piazzale Michelangelo and S. Salvatore",0,0
48880,"Florence, from the East, Looking towards Ponte Rubaconte",0,0
48931,Castal [Turner] (?Castellina of the Chianti),0,0
48904,"View of Florence, from the Area of the Present-Day Piazzale Michelangelo and S. Salvatore",0,0
48863,View of Pisa,0,0
48846,Spezzia [Turner],0,0
48917,"The Lighthouse, Leghorn",0,0
48894,"Town, with Bridges",0,0
48908,Shipping on River,0,0
48861,[title not known],0,0
48856,Avenza [Turner],0,0
48891,"Livorno, with the Monument to Ferdinando I de' Medici",0,0
48897,Buildings with Bridge,0,0
48896,River Winding between Mountains,0,0
48901,"View of Florence, from the Area of the Present-Day Piazzale Michelangelo and S. Salvatore",0,0
48853,Mountains,0,0
48858,Distant Mountains,0,0
48939,Three Views; One of Bridge with Distant Town on Hill,0,0
48860,"Mountains, with Buildings",0,0
48936,"St Casano, Florence [Turner]. ?St Cassien, or Casciano, between Florence and Poggibonsi",0,0
48879,"Town, with Distant Mountains",0,0
48899,"View of Florence, from the Area of the Present-Day Piazzale Michelangelo and S. Salvatore",0,0
48929,Buildings,0,0
48902,"Views of Florence, from the Area of the Present-Day Piazzale Michelangelo and S. Salvatore",0,0
48921,Arrezza [Turner],0,0
48930,"Town on Hill, Sartoza [Turner] (?Sarteano, near Chiusi); Also Two Other Sketches",0,0
48872,Mountains,0,0
48932,"Town on Hill, and Other Sketches",0,0
48871,"The Duomo, Pisa",0,0
48874,"Tower, with Mountains",0,0
48920,Entablature of a Building,0,0
49630,"Views of ?Ruins on a Hill, with Bridge (?Richmond, Yorkshire or Shrewsbury)",-2,-0.16666666666666666
49606,"Castle, with Buildings with Classical Façades; Also Bridge, Etc.",0,0
49625,View of Town,0,0
49604,"View of Town, with Castle, Two Bridges, Etc. (?Shrewsbury, the Cupola of St Chad on Right; or Durham)",0,0
49574,Castleton and Peveril's Castle,0,0
49557,Views (?One of Castleton),0,0
49578,Castleton,0,0
49564,"River, with Trees and Houses",0,0
49599,Ravine Connected by Two Bridges; Buildings on Either Side,0,0
49614,The Abbey Mill [Turner] - Shrewsbury,0,0
49570,Chatsworth,0,0
49571,Chatsworth,0,0
49585,Views near Buxton [Turner],0,0
49549,Tower on Hill,0,0
49603,"View of Town, with Bridge, Castle, Church, Etc.",0,0
49572,Hills,0,0
49558,Three Views of Hilly Scenery,0,0
49567,Castle on Hill; ?Peveril's,0,0
49634,View of ?Shrewsbury,0,0
49552,Interior of Church,0,0
49610,"Roadway, with Trees, and Distant Bridge and Buildings",0,0
49619,View of Shrewsbury,0,0
49627,"Town in Valley, with Other Sketches, High ... [Turner] (?Higher Buxton)",0,0
49566,Castle on Hill; ?Peveril's,0,0
49541,Haddon Hall,0,0
49542,Haddon Hall,0,0
49556,Views,0,0
49584,Views near Buxton [Turner],0,0
49547,"Tower on Hill, with Distant Hills; Three Views",0,0
49555,A View,0,0
49608,Fisherman and Cows,0,0
49561,Peveril's Castle,0,0
49618,View of Shrewsbury,0,0
49612,View of Town with Bridge,0,0
49587,A Mansion,0,0
49577,"Cavern in Hills, and Other Views",0,0
49622,View of Town in Valley from Hill; and Other Views,0,0
49593,"Dale, with Buildings",0,0
49582,Church; ?Edensor,0,0
49609,"View of Town, from River",0,0
49592,Buildings in a Dale; Also Details of Tuscan [Turner] Tower,0,0
49600,"View of Town from River, with Ruined Tower",-2,-0.25
49563,Town with Bridge and Churches,0,0
49602,"View of Town, with Bridge, Castle, Church, Etc.",0,0
49545,Bridge Leading to Town,0,0
49607,"Castle, with Buildings with Classical Façades; Also Bridge, Etc.",0,0
49620,View of Shrewsbury,0,0
49560,Castleton,0,0
49540,Haddon Hall,0,0
49613,Group of Buildings; Two Views,0,0
49550,Tower on Hill,0,0
49636,"Bridge, with Town on Hill; Also Another View",0,0
49590,Cliff,0,0
49589,"Bridge, with Towers, Etc.",0,0
49597,"Bridge, Buildings, Etc.",0,0
49628,"Valley, with Town and Stream, Surrounded by Hills",0,0
49632,"Road, with Houses on Right, and Distant Castle on Hill",0,0
49575,Peveril's Castle; Also Group of Buildings,0,0
49553,Views,0,0
49595,"Bridge, with Distant Mountains; Also View of Dale with Distant Hills",0,0
49568,Castle on Hill; ?Peveril's,0,0
49633,Buildings on Hill,0,0
49551,Tower on Hill,0,0
49562,Peveril's Castle,0,0
49583,Ashford Mill [Turner]; Also Ruined Tower,-2,-0.3333333333333333
49576,"River, with Hills - ?to Castleton [Turner], Etc.",0,0
49538,Views at Haddon Hall. Fish Pools [Turner],0,0
49598,Tower on Hill-Side,0,0
